campaign,year,page,platform,media_type,category_l0,category_l1,category_l2,url,content,cost_nzd,views,hours,engagement,description_json,duration_seconds
Organic | Website,2023,All Blacks,FB,Short Video,Social,Teams Promo,All Blacks,https://www.facebook.com/reel/784725296675182/,📍paris! ready for a big one #allblacks,,0.0,0.0,0.0,"{""play_by_play"": ""The video opens with a stylized title text overlaying a male All Blacks rugby player. It cuts to male players in the gym during a training session, followed by a dramatic shot of the team performing the Haka with the Eiffel Tower illuminated in the background. Close-up shots feature players preparing for the match against Ireland before concluding with the All Blacks logo."", ""content_theme"": [""haka"", ""training"", ""rivalry""], ""format_access"": [""montage"", ""promotion""], ""people"": [""all blacks"", ""ireland rugby team"", ""new zealand rugby team""], ""brands"": [""adidas"", ""altrad"", ""ineos""], ""event"": [""world cup"", ""all blacks""], ""tone"": [""tension"", ""excitement"", ""pride""], ""context"": [""pre-match"", ""gym""], ""overall_team"": [""men""], ""audio_format"": [""song"", ""ambient""]}",15.651655328798187
Organic | Website,2024,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1243977850101929/,📍snapdragon stadium,,43748.0,41.2057,732.0,"{""play_by_play"": "" accurate video play-by-play: The video opens with a shot of the All Blacks squad gathered in a team huddle on the field at Snapdragon Stadium in San Diego. Cuts show stadium light towers, empty seating, and players executing lineout jumps and throwing drills. Coaches and staff observe as players practice passing, running lines, and set-piece positioning. The squad gathers for tactical instructions before continuing training. The video finishes with players smiling and signing rugby balls for young fans near the pitch edge."", ""content_theme"": [""training"", ""rugby_skills""], ""format_access"": [""montage"", ""behind-the-scenes""], ""people"": [""all blacks"", ""scott robertson"", ""beauden barrett"", ""anton lienert-brown""], ""brands"": [""adidas"", ""altrad"", ""ineos""], ""event"": [""all blacks""], ""tone"": [""pride"", ""wholesome""], ""context"": [""tour"", ""pre-match""], ""overall_team"": [""men""], ""audio_format"": [""song""]}",18.24
Organic | Website,2024,All Blacks,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/3555857661224723/,"📍sydney, australia #ontheroadwithreplay | @replay",,136559.0,226.2242,4632.0,"{""play_by_play"": ""Members of the All Blacks squad arrive in Sydney at night. Players load luggage, shake hands, greet the camera with a thumbs up, and board the team bus before departing."", ""content_theme"": [""non rugby related""], ""format_access"": [""behind-the-scenes"", ""montage""], ""people"": [""all blacks"", ""new zealand rugby team""], ""brands"": [""adidas"", ""replay"", ""murrays""], ""event"": [""trc"", ""all blacks""], ""tone"": [""lighthearted"", ""pride""], ""context"": [""travel"", ""tour""], ""overall_team"": [""men""], ""audio_format"": [""song""]}",23.267800453514738
Organic | Website,2023,All Blacks,FB,Short Video,Live & Highlights,Social posts,NZLvRSA,https://www.facebook.com/reel/799141371854841/,📺 for those who need it. here’s 80 minutes of rugby in 80 seconds. #nzlvrsa,,0.0,0.0,0.0,"{""play_by_play"": ""Highlights from the match between the All Blacks and South Africa (Springboks). Will Jordan makes a break and passes to Aaron Smith who scores a try (All Blacks 7, South Africa 0). Richie Mo'unga kicks a penalty goal (All Blacks 10, South Africa 0). Shannon Frizell powers through defenders to score a try (All Blacks 17, South Africa 0). Faf de Klerk kicks a penalty for South Africa (All Blacks 17, South Africa 3). Mo'unga adds another penalty (All Blacks 20, South Africa 3). South Africa scores a try off a driving maul (All Blacks 20, South Africa 10). Mo'unga kicks a long-range penalty (All Blacks 23, South Africa 10). Cheslin Kolbe dives in the corner for a South Africa try (All Blacks 23, South Africa 15). Beauden Barrett chips ahead for Will Jordan to gather and score (All Blacks 30, South Africa 15). Ardie Savea sets up Richie Mo'unga for a try (All Blacks 35, South Africa 15). Kwagga Smith scores a late try for South Africa (All Blacks 35, South Africa 20). The match finishes with the All Blacks winning 35 to 20."", ""content_theme"": [""try"", ""tackle"", ""kick"", ""run"", ""celebration"", ""rugby_skills""], ""format_access"": [""highlight"", ""montage""], ""people"": [""aaron smith"", ""richie mo'unga"", ""will jordan"", ""shannon frizell"", ""faf de klerk"", ""cheslin kolbe"", ""ardie savea"", ""kwagga smith"", ""beauden barrett"", ""all blacks"", ""south africa rugby team""], ""brands"": [""altrad"", ""sky sport"", ""adidas"", ""lipovitan d"", ""tudor"", ""ineos"", ""sap"", ""rexona""], ""event"": [""trc"", ""all blacks""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",79.92448979591836
Organic | Website,2023,All Blacks,FB,Short Video,Social,Teams Promo,All Blacks,https://www.facebook.com/reel/1333147730906233/,📺 most watched in 2023: leicester finishes some pure magic 🪄 #allblacks,,0.0,0.0,0.0,"{""play_by_play"": ""Commentary: \""Both Irish wingers back, the 50/22's not on, but the chip and chase might be! And Beauden Barrett's there, and he regathers, hit hard by James Lowe! Still on for the All Blacks, here's Jordie Barrett... Lester Fainga'anuku! And New Zealand are in! Lester Fainga'anuku in just his seventh test match!\"" Lester Fainga'anuku receives the ball on the left wing, powers through Irish tackles, and dives over the try line to score a try for New Zealand, followed by celebrations with his teammates."", ""content_theme"": [""try"", ""tackle"", ""run"", ""celebration""], ""format_access"": [""highlight""], ""people"": [""all blacks"", ""ireland rugby team"", ""beauden barrett"", ""james lowe"", ""jordie barrett"", ""lester fainga'anuku""], ""brands"": [""mastercard"", ""asahi""], ""event"": [""world cup"", ""all blacks""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",25.775555555555556
Organic | Website,2023,All Blacks,FB,Short Video,Social,Teams Promo,All Blacks,https://www.facebook.com/reel/1023808878736261/,📺 most watched in 2023: magic at the mcg #allblacks,,0.0,0.0,0.0,"{""play_by_play"": ""Commentator: Roigard away for Taukei'aho, Mo'unga. Here's Jordan putting the foot down. Barrett, Scott that is. Nice run Scott Barrett! Beautiful work! Got it away! Here's Clarke! Lienert-Brown! Inside the 22 Anton Lienert-Brown! What a run from the All Blacks! Roigard slings it wide, long pass! Waiting out there is Whitelock, he didn't get the ball though. It's gone to Tele'a! Back inside, Rieko Ioane! What a try that is!"", ""content_theme"": [""try"", ""tackle"", ""run""], ""format_access"": [""highlight""], ""people"": [""cam roigard"", ""samisoni taukei'aho"", ""richie mo'unga"", ""will jordan"", ""scott barrett"", ""caleb clarke"", ""anton lienert-brown"", ""sam whitelock"", ""mark tele'a"", ""rieko ioane"", ""all blacks"", ""australia rugby team""], ""brands"": [""cadbury"", ""etoro"", ""gilbert"", ""m.j. bale"", ""bet365"", ""santos"", ""defender"", ""adidas""], ""event"": [""trc"", ""all blacks""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice""]}",35.992335600907026
Organic | Website,2023,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/339617888735809/,📺 rivals: le bleus | a brand new series dropping on nzr+ tonight! 🔗 hit the link in our bio to watch the full series!,,0.0,0.0,0.0,"{""play_by_play"": ""Richie McCaw and Thierry Dusautoir sit down for an interview, reflecting on their storied rivalry and matches in the Rugby World Cup. Highlights from the 2007, 2011, and 2015 World Cups play, showcasing iconic moments, tackles, and celebrations between the All Blacks and Les Bleus. McCaw and Dusautoir share laughs and recall the intensity of captaining their respective nations on rugby's biggest stage."", ""content_theme"": [""player story"", ""rivalry""], ""format_access"": [""interview"", ""montage"", ""archive"", ""promotion""], ""people"": [""richie mccaw"", ""thierry dusautoir"", ""all blacks"", ""france rugby team""], ""brands"": [""nzr+""], ""event"": [""world cup"", ""all blacks""], ""tone"": [""nostalgia"", ""excitement"", ""pride"", ""lighthearted""], ""context"": [""off-season""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",60.001768707482995
Organic | Website,2024,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1626557051267678/,🕺🏼🕺🏼🕺🏼,,2845266.0,8701.5103,77315.0,"{""play_by_play"": ""Male All Blacks rugby players dressed in suits sit inside a changing room, enthusiastically dancing, singing, and laughing along to music playing in the background."", ""content_theme"": [""non rugby related""], ""format_access"": [""behind-the-scenes"", ""candid clip""], ""people"": [""all blacks rugby team""], ""brands"": [""adidas"", ""pepsi""], ""event"": [""all blacks""], ""tone"": [""humour"", ""lighthearted"", ""excitement""], ""context"": [""changing room""], ""overall_team"": [""men""], ""audio_format"": [""song""]}",24.939637188208618
Organic | Website,2025,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1300323424707699/,🕺🕺,,154719.0,380.0209,8084.0,"{""play_by_play"": ""Ardie Savea walks indoors wearing All Blacks training gear before the video transitions into a fast-paced montage of his highlights, featuring impressive tries, dives over the try line, powerful runs, offloads, and acrobatic catches during international matches for New Zealand."", ""content_theme"": [""try"", ""run"", ""player story"", ""rugby_skills""], ""format_access"": [""montage"", ""highlight""], ""people"": [""ardie savea"", ""all blacks""], ""brands"": [""toyota"", ""altrad"", ""adidas"", ""aig"", ""ineos""], ""event"": [""all blacks"", ""world cup"", ""trc""], ""tone"": [""excitement"", ""pride""], ""context"": [""match day"", ""pre-match""], ""overall_team"": [""men""], ""audio_format"": [""song""]}",33.809659863945576
Organic | Website,2024,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/1648472122663473/,🗣️ an important piece of silverware to win this weekend 👀,,46681.0,74.6317,1990.0,"{""play_by_play"": ""An All Blacks rugby player speaks into microphones during a press conference about the importance and history of the Bledisloe Cup: 'When you first come in, you've got to understand the history of the Bledisloe and, um, you know, that's been part of the week and of our week is understanding the Bledisloe when New Zealand, um, lost it, um, many years ago, understanding that feeling from those players and not being part of that team that hands hands it over. So that kind of creates that feeling in your gut that you don't want to be part of that team. Um, and that's how we can, uh, that's how we've kind of passed that message on to the to the new boys and and giving them a feel of how important it is to us.'"", ""content_theme"": [""player story"", ""rivalry""], ""format_access"": [""interview""], ""people"": [""ardie savea"", ""all blacks""], ""brands"": [""adidas"", ""altrad""], ""event"": [""trc"", ""all blacks""], ""tone"": [""pride"", ""solemn""], ""context"": [""press conference""], ""overall_team"": [""men""], ""audio_format"": [""voice""]}",35.063537414965985
Organic | Website,2025,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/962518262716617/,🗣️ mō ake tonu te reo special morning down at karaka cafe in the weekend celebrating the 50th anniversary of te wiki o te reo māori 🖤,,39842.0,44.2509,770.0,"{""play_by_play"": ""The video features All Blacks players helping out at Karaka Cafe during M\u0101ori Language Week. Speaker 1 introduces the event in Te Reo M\u0101ori and English: 'GREETINGS EVERYONE. IT'S MATUA ATAWHAI HERE FROM THE HOUSE OF RUGBY. HERE WE ARE WITH THE ALL BLACKS TO SPEAK DURING M\u0100ORI LANGUAGE WEEK. FIRST, MANAAKITANGA (KINDNESS/GENEROSITY/HOSPITALITY). SECOND, TEA-TOWEL-TANGA (DOING THE DISHES).' The cafe owner then speaks about the history and ethos of Karaka Cafe: 'KIA ORA, WELCOME TO KARAKA CAFE. WE OPENED BACK ON WAITANGI DAY, FEBRUARY 6TH BACK IN 2011. WE'RE CALLED KARAKA CAFE, NAMED BY OUR KAUM\u0100TUA SAM POUTU JACKSON... OUR MENU IS BILINGUAL, M\u0100ORI FIRST, ENGLISH SECOND.' An All Black player talks about his task: 'Just cleaning up tables, taking the dishes back to the kitchen, nice and simple.' Shots follow of players serving customers, clearing tables, making coffee, and posing for photos with fans."", ""content_theme"": [""player story"", ""non rugby related""], ""format_access"": [""behind-the-scenes"", ""montage""], ""people"": [""all blacks"", ""new zealand rugby team""], ""brands"": [""adidas"", ""altrad"", ""toyota"", ""gallagher insurance""], ""event"": [""all blacks""], ""tone"": [""wholesome"", ""pride"", ""lighthearted""], ""context"": [""off-season""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",53.474104308390025
Organic | Website,2024,All Blacks,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/1072937327301629/,"🗣️ “the greatest thing a coach can do is not just to teach you the game but teach you to love the game.” for razor, his mentors understood that by developing better rugby players, they develop better people, ultimately keeping young people in sport. 🔗 hit the link in our bio for the full video #balanceisbetter",,0.0,0.0,0.0,"{""play_by_play"": ""The greatest thing a coach can do is not just teach you the game, but teach you the love of the game. I've had Robbie Deans, Wayne Smith, Steve Hansen, probably the three greatest coaches in world rugby history, you know. I took a lot of their lessons on how they created a team, how they got the best out of us, their personalities and how they coached to them. It's pretty special to have been coached by them and been successful, and then going away and being successful myself, having learned what's required from those great men."", ""content_theme"": [""player story""], ""format_access"": [""interview"", ""archive"", ""montage"", ""promotion""], ""people"": [""robbie deans"", ""wayne smith"", ""steve hansen"", ""scott robertson"", ""all blacks"", ""crusaders""], ""brands"": [""ford"", ""adidas"", ""vodafone"", ""meridian energy"", ""gilbert"", ""new zealand rugby"", ""sport new zealand""], ""event"": [""all blacks"", ""super rugby pacific"", ""bunnings npc""], ""tone"": [""nostalgia"", ""pride""], ""context"": [""off-season""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",35.992335600907026
Organic | Website,2024,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/7841419425895715/,😮‍💨😮‍💨😮‍💨,,490988.0,406.5574,5745.0,"{""play_by_play"": ""During a training session on a sunny field, a male rugby player drills a tackle on his teammate, bringing him down onto a crash pad while coaching instructions are shouted in the background."", ""content_theme"": [""training"", ""tackle""], ""format_access"": [""behind-the-scenes""], ""people"": [""undefined""], ""brands"": [""undefined""], ""event"": [""undefined""], ""tone"": [""excitement""], ""context"": [""off-season""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",3.4843990929705217
Organic | Website,2024,All Blacks,FB,Short Video,Social,Ticketing,All,https://www.facebook.com/reel/701919255261296/,"🚨 tickets for the all blacks v fiji match in san diego on the 19th of july are now on sale! don’t miss out, hit the link in our story to get your seat 🖤 #nzlvfij #absvfiji",,0.0,0.0,0.0,"{""play_by_play"": ""A rugby ball is tossed into the air above Snapdragon Stadium. Former All Blacks player Ma'a Nonu appears in a locker room, then indoors, and at a waterfront location while speaking to the camera: \""Yo what's up? How you going, fam? It's Ma'a Nonu here, coming at you from Snapdragon Stadium. Can't wait for the test against the All Blacks and Fiji. Tickets are on sale now, so get in there.\"" Shots of the stadium, gate, and jumbotron displaying the match information are shown, ending with a promotional graphic for the All Blacks vs Fiji Rugby match in San Diego on July 19, 2024."", ""content_theme"": [""rivalry"", ""player story""], ""format_access"": [""announcement"", ""promotion"", ""ticket sales""], ""people"": [""maa nonu"", ""all blacks"", ""fiji rugby team""], ""brands"": [""adidas"", ""snapdragon"", ""ticketmaster"", ""steinlager"", ""altrad""], ""event"": [""all blacks""], ""tone"": [""excitement"", ""lighthearted""], ""context"": [""announcement"", ""pre-match""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",15.187256235827665
Organic | Website,2023,All Blacks,FB,Short Video,Social,WIP,WIP,https://www.facebook.com/reel/722786039577612/,🤝🏽• go well lads #unlocked,,0.0,0.0,0.0,"{""play_by_play"": ""An aerial shot of mountains and a plane landing transitions to an outdoor rugby facility with text displaying 'NEW SELECTIONS'. Voiceover commentary announces new selections for the All Blacks squad against the Wallabies, introducing Samipeni Finau, Shaun Stevenson, and Dallas McLeod. The clip highlights male players engaged in gym weightlifting, agility pole drills, field passing, lineouts, and tackle practice."", ""content_theme"": [""training"", ""player story""], ""format_access"": [""montage"", ""announcement""], ""people"": [""all blacks"", ""samipeni finau"", ""shaun stevenson"", ""dallas mcleod""], ""brands"": [""ineos"", ""adidas""], ""event"": [""all blacks"", ""trc""], ""tone"": [""excitement"", ""pride""], ""context"": [""squad naming"", ""gym""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",22.803401360544218
Organic | Website,2025,All Blacks,FB,Short Video,Sponsored,Tudor,Tudor Daring Play,https://www.facebook.com/reel/773305625319692/,🤯 don’t underestimate how hard this is. #daringplay,,853283.0,2312.7966,9367.0,"{""play_by_play"": ""A South African player executes a high cross-field kick towards the right wing. All Blacks player Damian McKenzie times his jump perfectly to contest the aerial ball against an opposing South African player, successfully catching the kick mid-air and landing safely to secure possession."", ""content_theme"": [""kick"", ""rugby_skills""], ""format_access"": [""highlight""], ""people"": [""damian mckenzie"", ""handre pollard"", ""all blacks"", ""south africa rugby team""], ""brands"": [""tudor"", ""altrad"", ""pollen finance""], ""event"": [""trc""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice""]}",14.046621315192743
Organic | Website,2023,All Blacks,FB,Short Video,Live & Highlights,Social posts,NZLvRSA,https://www.facebook.com/reel/827113345243768/,🤯🤯 #nzlvrsa,,0.0,0.0,0.0,"{""play_by_play"": ""Commentator: 'Running hard as Will Jordan once more. Pops it out to Taylor. Here is Frizell. Frizell! Oh my goodness!' Will Jordan runs the ball forward for the New Zealand All Blacks against South Africa, offloading to Codie Taylor, who passes to Shannon Frizell. Frizell powers through multiple Springbok tackles to score a try in the corner. The All Black players celebrate enthusiastically with Frizell. Replay camera angles show Frizell carrying defenders over the try line. Commentator: 'All Blacks on fire! Well, there's one man that deserves a try.'"", ""content_theme"": [""try"", ""run"", ""celebration"", ""tackle""], ""format_access"": [""highlight""], ""people"": [""will jordan"", ""codie taylor"", ""shannon frizell"", ""all blacks"", ""south africa rugby team"", ""new zealand rugby team""], ""brands"": [""adidas"", ""altrad"", ""fnb"", ""sap""], ""event"": [""trc"", ""all blacks""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",17.83433106575964
Organic | Website,2023,All Blacks,FB,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.facebook.com/reel/966172788053799/,🫡 ain’t going nowhere.,,0.0,0.0,0.0,"{""play_by_play"": ""Will Jordan walks through an empty stadium as text on screen announces 'SIGNED 2027'. A speaker praises his composure and contributions. The title screen reads 'WILL JORDAN', leading into a highlight montage of him making runs, catching high kicks, scoring tries, and celebrating with his All Blacks teammates. An interview audio clip plays where Will Jordan reflects on growing comfortable in the team environment, capped by scenes of his match-winning plays and the All Blacks fern logo."", ""content_theme"": [""try"", ""player story"", ""celebration"", ""rugby_skills"", ""run""], ""format_access"": [""announcement"", ""montage"", ""highlight"", ""interview""], ""people"": [""will jordan"", ""new zealand rugby team""], ""brands"": [""adidas"", ""altrad""], ""event"": [""all blacks"", ""trc""], ""tone"": [""excitement"", ""pride""], ""context"": [""announcement"", ""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",49.31913832199547
Organic | Website,2024,All Blacks,FB,Short Video,Social,Ticketing,All Blacks,https://www.facebook.com/1057844382672773/videos/1090616958697636,1️⃣0️⃣ years ago! 🤯 be there when we host england this year in dunedin and auckland for the steinlager ultra low carb series! grab your tickets here 👉 http://tickets.allblacks.com/ #allblacks,,197330.0,1083.7641,4911.0,"{""play_by_play"": ""The clip shows highlight moments of the All Blacks facing England. In the first play, Aaron Smith passes to Ben Smith, who breaks through the English defense and offloads to Julian Savea before Ben Smith receives it back to score under the posts. In the second phase, Ma'a Nonu powers through tackles to set up Julian Savea for a try in the corner. In the third play, the All Blacks counter-attack down the sideline with rapid passing between Barrett and Nonu, culminating in Nonu diving over for another try. The video ends with an NZR+ promotional screen."", ""content_theme"": [""try"", ""tackle"", ""run"", ""rugby_skills""], ""format_access"": [""highlight"", ""montage"", ""promotion""], ""people"": [""all blacks"", ""england rugby team"", ""ben smith"", ""aaron smith"", ""julian savea"", ""ma'a nonu"", ""beauden barrett""], ""brands"": [""nzr+"", ""steinlager"", ""adidas"", ""aig""], ""event"": [""all blacks""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",78.038625
Organic | Website,2024,All Blacks,FB,Short Video,Social,Teams Promo,All Blacks,https://www.facebook.com/1057844382672773/videos/1043596760615139,"80 in 80 | before there was forsyth barr, there was carrisbrook 🏟️ throwin' it back 25 years vs the springboks #allblacks",,949261.0,6544.2287,10526.0,"{""play_by_play"": ""The video opens with a summary title reading '80 MINUTES IN 80 SECONDS: ALL BLACKS V SOUTH AFRICA, DUNEDIN 1999'. Andrew Mehrtens kicks a penalty goal to open the scoring for the All Blacks at 3-0, followed shortly by a second penalty kick taking the score to 6-0. A kick through allows Christian Cullen to chase and score a try in the corner, taking the score to 11-0, which Mehrtens converts to 13-0 before adding another penalty for 16-0. The All Blacks attack again, passing out wide to Jeff Wilson who dives in for a try to make it 21-0. Halfback Justin Marshall breaks through from a breakdown to score another try, making it 26-0, which Tony Brown converts for 28-0. The match ends with the All Blacks celebrating a 28-0 win over South Africa."", ""content_theme"": [""try"", ""kick"", ""conversion"", ""run"", ""tackle"", ""celebration"", ""rugby_skills"", ""rivalry""], ""format_access"": [""highlight"", ""archive""], ""people"": [""andrew mehrtens"", ""christian cullen"", ""jeff wilson"", ""justin marshall"", ""tony brown"", ""all blacks"", ""south africa""], ""brands"": [""adidas"", ""philips"", ""mcdonald's"", ""vodafone"", ""speight's""], ""event"": [""trc"", ""all blacks""], ""tone"": [""excitement"", ""pride"", ""nostalgia""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",80.12929166666666
Organic | Website,2024,All Blacks,FB,Short Video,Social,Ticketing,All Blacks,https://www.facebook.com/1057844382672773/videos/1034854654205937,80 in 80 | mcdonald jones stadium 2020 don't miss your chance to be in the crowd for when we host argentina! lock your tickets in 👉 http://allblacks.com/tickets #allblacks,,127147.0,658.1914,2677.0,"{""play_by_play"": ""00:00 - Dane Coles scores a try in the corner for the All Blacks against Argentina. 00:08 - Richie Mo'unga kicks a conversion from the sideline. 00:15 - Richie Mo'unga kicks a penalty goal. 00:19 - Ardie Savea powers over the line to score a try from a lineout play. 00:26 - Richie Mo'unga successfully kicks the conversion. 00:32 - Will Jordan breaks through the defense and scores a try. 00:41 - Richie Mo'unga kicks the conversion. 00:45 - Will Jordan intercepts a pass and runs in another try. 00:54 - Richie Mo'unga converts from the sideline. 00:57 - Patrick Tuipulotu charging through to score a try. 01:06 - Richie Mo'unga kicks the final conversion. 01:11 - Match finishes with players celebrating a 38-0 victory over Argentina while fans cheer in the stands."", ""content_theme"": [""try"", ""kick"", ""conversion"", ""run"", ""celebration""], ""format_access"": [""highlight""], ""people"": [""dane coles"", ""richie mo'unga"", ""ardie savea"", ""will jordan"", ""patrick tuipulotu"", ""all blacks"", ""argentina rugby team""], ""brands"": [""adidas"", ""aig"", ""visa"", ""renault"", ""icbc"", ""zurich""], ""event"": [""trc"", ""all blacks""], ""tone"": [""excitement"", ""pride""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice""]}",80.04395833333334
Organic | Website,2024,All Blacks,FB,Short Video,Social,Ticketing,All Blacks,https://www.facebook.com/1057844382672773/videos/1632370594280484,80 in 80 | this time last year in mendoza 🇦🇷 don't miss your chance to see action like this on home soil! grab your tickets to the 2024 lipovitan-d rugby championship here 👉 http://tickets.allblacks.com/ #allblacks,,51120.0,217.7274,1998.0,"{""play_by_play"": ""Highlights from the Rugby Championship 2023 match between the All Blacks and Argentina in Mendoza. The All Blacks attack early with Dane Coles scoring the opening try. Ardie Savea drives over from close range for the second try. Beauden Barrett sets up Jordie Barrett down the left wing for another try. Damian McKenzie converts the kick. Rieko Ioane crosses over for a try following a pass from McKenzie. Aaron Smith snipes from the ruck to score another try, followed by another successful conversion. Argentina manages to push over for a try, answered shortly by Beauden Barrett scoring on the wing and Emoni Narawa touching down for a debut try in the corner. Agustin Creevy scores a late try for Argentina before the final whistle blows with the All Blacks winning 41-12 and celebrating with the trophy post-match."", ""content_theme"": [""try"", ""tackle"", ""kick"", ""run"", ""conversion"", ""celebration""], ""format_access"": [""highlight"", ""montage""], ""people"": [""all blacks"", ""argentina rugby team"", ""dane coles"", ""scott barrett"", ""ardie savea"", ""beauden barrett"", ""jordie barrett"", ""damian mckenzie"", ""rieko ioane"", ""aaron smith"", ""emoni narawa"", ""agustin creevy"", ""angus gardner""], ""brands"": [""adidas"", ""visa"", ""ford"", ""ypf"", ""macro""], ""event"": [""trc"", ""world cup""], ""tone"": [""excitement"", ""pride""], ""context"": [""match day"", ""post-match""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",80.12929166666666
Organic | Website,2024,All Blacks,FB,Short Video,Social,Teams Promo,All Blacks,https://www.facebook.com/1057844382672773/videos/1070853921373318,a few familiar names 🤩 we asked and you answered. here are the top 5️⃣ point-scorers against the springboks of all time! #allblacks,,515730.0,2330.0606,8509.0,"{""play_by_play"": ""Dan Carter receives the pass from Aaron Smith and successfully kicks a drop goal for the All Blacks, with commentary: \""Knocked down to McCaw, who loses it, but Aaron Smith now has it. Carter, has a drop kick, Carter... IT IS OVER!\"" Andrew Mehrtens lines up and successfully strikes a long-range penalty kick, with commentary: \""Mehrtens, second penalty attempt, beautifully struck.\"" Beauden Barrett cuts through the South African defense to score a solo try under the posts, with commentary: \""Here's Barrett. Barrett! Beauden Barrett, what a try! There's the championship! And he went through the Springboks like knife through butter.\"" Carlos Spencer receives the ball out wide and dives over to complete an All Blacks attack, with commentary: \""Wilson's popped up on the left wing side. All Blacks leading the charge here. Someone has to score it, and Carlos Spencer gets a brilliant try! Absolutely sensational! Well, the sting in the tail of this All Black side.\"" Richie Mo'unga takes the pass off a scrum attack, dodges a tackle near the touchline, and scores in the corner before celebrating with his team, with commentary: \""Off the back comes Savea. Away it goes to Mo'unga! Richie Mo'unga! That is the full stop on the game. Richie Mo'unga, there it is, a nice little handshake, celebrate the moment.\"""", ""content_theme"": [""try"", ""kick"", ""run""], ""format_access"": [""highlight"", ""montage"", ""archive""], ""people"": [""dan carter"", ""andrew mehrtens"", ""beauden barrett"", ""carlos spencer"", ""richie mo'unga"", ""all blacks""], ""brands"": [""coca-cola"", ""canon"", ""adidas"", ""vodacom"", ""steinlager"", ""aig"", ""altrad""], ""event"": [""all blacks"", ""trc"", ""world cup""], ""tone"": [""excitement"", ""nostalgia""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""ambient""]}",58.15595833333333
Organic | Website,2024,All Blacks,FB,Short Video,Premium,Original,Together We Walk,https://www.facebook.com/1057844382672773/videos/518232737222412,"a phone call not to be missed 📞 come behind the scenes with the all blacks and more in episode 1 of together we walk, available to stream for free on nzr+ and all blacks youtube 📺 stream free on nzr+: https://app.nzrplus.com/home watch episode 1 on youtube: https://bit.ly/3ldb9e1 #allblacks #togetherwewalk",,35282.0,66.53,895.0,"{""play_by_play"": ""Pasilio Tosi shares his story about receiving the call confirming his selection for the All Blacks: 'To be very honest with you, didn't expect it. It was an unknown number, normally I don't answer them, I just let it ring until it goes. But this one I was like, I'm pretty... I'm pretty sure... And then I answered it, put my English voice on. Hey, it's Pasilio Tosi here. And then he was like, oh it's Ray on the other side, I was like, yes! That was kind of when I knew I made it.' The video concludes with a promotional screen for the 'Together We Walk' series on YouTube and NZR+."", ""content_theme"": [""player story""], ""format_access"": [""interview"", ""behind-the-scenes"", ""promotion""], ""people"": [""pasilio tosi"", ""all blacks""], ""brands"": [""nzr+"", ""adidas"", ""ineos""], ""event"": [""all blacks""], ""tone"": [""humour"", ""lighthearted"", ""pride"", ""wholesome""], ""context"": [""squad naming""], ""overall_team"": [""men""], ""audio_format"": [""voice""]}",28.419773242630384
